HCO Name,Address,Contact,Accreditation Number (Acc. No.),Accreditations / Certifications
"Walvatkar's Eye Hospital, Manpada","B 110, Krishna Tower, Kapurbawadi,Manpada, Thane, Maharashtra, India, 400601",Visit Website +91 81043 09118,PESHCO-2019-1260,Certified
Wani's Nursing Home,"MOOMIN ABAD ANANTNAG 192101, Anantnag, Jammu and Kashmir, 192101",NA,PESHCO-2025-11460,Certified
Wanshika Medicare,"B-4/44, SAFDARJUNG ENCLAVE, NEW DELHI-110029, New Delhi, Delhi, 110029",Visit Website,PESHCO-2024-9230,Certified
Warana Institute of Uro Surgery,"1099/1, 4th Lane, Shahupuri. Opp B.T. College, Kolhapur, Kolhapur, Maharashtra, India, 416001",Visit Website +91 231 252 1214,PESHCO-2018-0383,Certified
Warkad Hospital,"NEW MONDHA ROAD, VASUNDHARA NAGAR, JALNA-431 203, Jalna, Maharashtra, 431203",+91 92714 76909,PESHCO-2021-5121,Certified
WARYAM SINGH HOSPITAL,WARYAM SINGH HOSPITAL Yamunanagar Haryana,NA,HOS/2024/E1825,Empaneled
Wasudeo Clinic & Nursing Home,"TILAK NAGAR MAIN ROAD, NEAR KONHER GARDEN, BILASPUR (C.G), Bilaspur, Chattisgarh, 495001",+91 77524 24400,PESHCO-2024-9063,Certified
Wavikar Eye Institute,"Amber Arcade, Level 4 & 5, Kalyan bypass Road, Majiwada,, Thane, Thane, Maharashtra, India, 400601",Visit Website +91 77100 55123,ECO-2023-0451,Accredited
We Care,We Care Hooghly West Bengal,NA,PESHCO-2026-11748,Certified
We Care Multispeciality Hospital,"Ward No 5, Building No 240, Sonipat Road, Vikas Nagar Rohtak-124001 , Haryana",Visit Website +91 74043 47361,H-2024-1396,Accredited
"We Care Super Speciality Hospital, GTB Plaza, Beside Airtel Office, Ring Road N0-1, Telibandha, Raipur, Chattisgarh","We Care Super Speciality Hospital, GTB Plaza, Beside Airtel Office, Ring Road N0-1, Telibandha, Raipur, Chattisgarh Raipur Chattisgarh",NA,2021-1677,Empaneled
We Care Super Specialty Hospital,"GTB Plaza Telibandha Road, Near Airtel Office, Raipur, Raipur, Chattisgarh, India, 492001",Visit Website +91 77140 24901,PEH-2020-1312,Certified
Welcare Hospital,"WELCARE HOSPITAL ATLADARA-VADSAR RING ROAD NEAR MERCEDES BENZ SHOW ROOM VADODARA ,VADODARA Gujarat 390012, Vadodara, Gujarat, 390012",NA,PESHCO-2021-5294,Certified
Welcare Hospital,"Welcare Hospital, 4th Floor, Rajpoint Shopping Complex, Mini Virpur Road, Palanpur Jakatnaka, Surat, Gujarat, 395009., Surat, Gujarat, 395009",Visit Website +91 484 409 1111,PESHCO-2025-10506,Certified
Welcare Hospital,Welcare Hospital Ernakulam Kerala,NA,H-2025-1655,Accredited
Well Care Hospital,Well Care Hospital Gautam Buddha Nagar Uttar Pradesh,NA,PESHCO-2026-11747,Certified
Well Care Medical Institute,"AHMED NAGAR 90 FEET ROAD SOURA, SRINAGAR , Morang, Srinagar, 190020",NA,PESHCO-2025-11371,Certified
Well Cure Hospital,"NH-33, NEAR BLOCK CHOWK, ORMANJHI, RANCHI -835219 (JHARKHAND), Ranchi, Jharkhand, 835219",Visit Website +91 75410 44805,PESHCO-2024-9926,Certified
Wellcare Multispeciality Hospital,"Mansi Classic, 1st Floor, A Wing, Shop No. 107 to 116, Kashi Gaon, Mira Road [E], Thane, Maharashtra, 401107",NA,PESHCO-2025-11036,Certified
Wellcare Path Lab Pvt Ltd,"SCO80, Shri Balaji complex old ambala road , Dhakoli Zirakpur , Panjab , Punjab, India, 140603",NA,MLP-2025-0250,Certified
Wellmark Hospital,"15 E/3, WESTERN AVENEU, MARAFARI ROAD, NEAR NAYA MORE, Bokaro, Jharkhand, 827001",Visit Website +91 82529 14539,PESHCO-2022-6403,Certified
Wellmed Hospital (A Unit of Crystal Clinic & Hospital),"A242, SECTOR 39, GURUGRAM, HARYANA 122001, Gurgaon, Haryana, 122001",NA,SHCO-2025-1256,Accredited
Wellness Clinic and Shri Bansidhar Agarwal Hospital,"1ST FLOOR,AGRASEN TOWERS,OPP. BEAUTY ARCADE,KOLBAD ROAD ,KHOPAT,THANE WEST, Thane, Maharashtra, 400601",Visit Website +91 76666 16612,PESHCO-2024-9537,Certified
Wellness Diagnostics Private Limited,"Khasra No. 1109, Bagga Link Road, Rithala, New delhi, Delhi, India, 110085",NA,MLP-2023-0212,Certified
WELLNESS DIAGNOSTICS PRIVATE LIMITED,"KHASRA NO 1109,BAGGA LINK ROAD, GALI NO-18, RITHALA, North West Delhi, Delhi, 110085",NA,LAB/2022/C0042,Empaneled
Wellness First Physiotherapy,Wellness First Physiotherapy Gurgaon Haryana,Visit Website +91 78384 55530,2017-1033,Empaneled
Wellness Hospital,"1st Floor, Shivprakash Celebration, Plot No. 7, Sec-11, Kamothe, Navi Mumbai - 410209, Raigad, Maharashtra, 410209",NA,PESHCO-2025-10713,Certified
Wellness Hospitals NXP (A Unit of Wellness NXP Hospitals Pvt. Ltd.),"Plot No. 1,2,3 & 4, Sy No. 40, Petbasheerabad, Komapally, Medchal District, Hyderabad, Telangana, Medchal, Telangana, 500067",NA,PEH-2025-3066,Certified
"Wellness Vaidya Ayurvedic Hospital, Khairthal Tijara","B-13, Bhagat Singh colony, Bhiwadi, Khairthal Tijara, Rajasthan, India, 301019",NA,AH-2025-0404,Accredited
Wellsun Medicity,Wellsun Medicity Lucknow Uttar Pradesh,NA,H-2025-1592,Accredited
WELLSUN MEDICITY SUPER SPECIALITY HOSPITAL,WELLSUN MEDICITY SUPER SPECIALITY HOSPITAL Lucknow Uttar Pradesh,NA,HOS/2022/C0061,Empaneled
Welton Hospitals Pvt. Ltd.,"219-220, MANDIR MARG, MAHAVEER NAGAR-1ST , DURGAPURA, JAIPUR -302018, Jaipur, Rajasthan, 302018",NA,SHCO-2025-1344,Accredited
West Delhi New Born & Child Hospital,West Delhi New Born & Child Hospital South West Delhi Delhi,NA,PESHCO-2026-11800,Certified
West Madras Medical Centre,"W-98,Second Avenue, Anna Nagar, Chennai, Chennai, Tamil Nadu, India, 600040",NA,PESHCO-2018-0947,Certified
Westcoast Diagnostic Centre and Nursing Home,"Main Road, Masoli, Dahanu Road [W. Rly], District Palghar, Maharashtra 401601, Palghar, Maharashtra, 401602",NA,PESHCO-2024-9297,Certified
"Western Diagnostic Centre Private Limited, 10B, Shakespear Sarani","Western Diagnostic Centre Private Limited, 10B, Shakespear Sarani Kolkata West Bengal",Visit Website +91 33 2282 7745,2015-0522,Empaneled
Western India Institute of Neurosciences (WIINS),"182/83 Bawada Road,Near Mahavir College,Nagala park., Kolhapur, Maharashtra, 416002",Visit Website +91 94219 14040,PEH-2022-1822,Certified
Western Railway Health Unit,"OPP ESIC OFFICE, N M JOSHI MARG, LOWER PAREL (W), LOWER PAREL(W), MUMBAI-400013, MUMBAI, Maharashtra, India, 400013",NA,C-2025-0105,Accredited
Westmed Hospital,"No.: 02, New Street, Pudupet, Lawspet, Rajaji Nagar, Puducherry 605008, Puducherry, Puducherry, 605008",NA,PESHCO-2024-10133,Certified
White Cross Medical Institute,White Cross Medical Institute Mumbai Maharashtra,NA,C-2026-0132,Accredited
"White Field Dental Clinic, 1E/4, Jhandewalan Extn. Nr. Jhandewalan Metro Station, Jhandewalan Extn,","White Field Dental Clinic, 1E/4, Jhandewalan Extn. Nr. Jhandewalan Metro Station, Jhandewalan Extn, Delhi Delhi",NA,2016-0550,Empaneled
White Memorial Homoeo Medical College & Hospital,"Chevarakode , Attoor, Veyyanoor Post, Kanyakumari, Tamil Nadu, India, 629177",Visit Website,AH-2024-0238,Accredited
White Oak Dental,"2065A - OLD ANAJ MANDI , East Delhi, Delhi, 110040",NA,DEN/2025/C0687,Empaneled
White Oak Dental,"Flat No. 33, 1st Floor, Bhagat Singh Market, Central Delhi, Delhi, 110001",NA,DEN/2026/C1139,Empaneled
White Oak Dental Clinic,"Shop no. 24, Bhagat Singh Market , Central Delhi, Delhi, 110001",NA,DEN/2022/C0112,Empaneled
Whitefield Dental Clinic,"1E/4,Jhandewalan extension,near jhandewalan metro station gate no.2,new delhi, Central Delhi, Delhi, 110055",NA,DEN/2023/C0158,Empaneled
Whitefield Dental Clinic,"1E/4,Jhandewalan extension,near jhandewalan metro station gate no.2,new delhi, Central Delhi, Delhi, 110055",NA,DEN/2025/RNC0905,Empaneled
William Hospital,"NO.252, M.S. ROAD, KRISHNANCOIL, NAGERCOIL, Nagercoil, Tamil Nadu, 629001",Visit Website +91 4652 272 588,PESHCO-2021-5281,Certified
WIMS Hospital (A Unit Unit of Wellness Health Care),"WIMS HOSPITAL,OLD RAM RAGHU HOSPITAL,OPPOSITE SANJAY PALACE,MG ROAD,AGRA, Agra, Uttar Pradesh, 282002",Visit Website +91 93898 06560,PESHCO-2025-11075,Certified
Win Vision Eye Hospitals,"Greeenlands,, Begumpet,, 6-3-868/2, Hyderabad, Telangana, India, 500016",Visit Website +91 91000 04444,ECO-2020-0138,Accredited
Wings ETCM Hospital,"POST BOX NO.4 BANGARPET ROAD KOLAR, Kolar, Karnataka, 563101",Visit Website +91 81522 22694,PESHCO-2024-9829,Certified
Wings Hospital & Heart Centre,Wings Hospital & Heart Centre Panchkula Haryana,Visit Website +91 99099 66056,2016-0882,Empaneled
Wintouch Multi Speciality Hospital,"Bank Road, Kasaragod - 671 121, Kasaragod, Kerala, 671121",NA,PEH-2025-3024,Certified
Wisdom Dental Maxillofacial And Implant Clinic,"F- 46-47, Manish Global Mall, Opp. Mount Carmel School, Sec.-32, Dwarka, West Delhi, Delhi, 110077",NA,DEN/2025/C0807,Empaneled
"Wisdom Dental Maxillofacial & Impant Clinic, F-46, 47, Manish Global Mall, Sector-22, Dwarka","Wisdom Dental Maxillofacial & Impant Clinic, F-46, 47, Manish Global Mall, Sector-22, Dwarka Delhi Delhi",NA,2019-1128,Empaneled
WMF's Villoo Poonawalla Memorial Hospital,"Sr No. 156, Solli Poonawalla Road Pune Solapur Road, Hadapsar Pune - 411028, Maharashtra",Visit Website +91 20 6745 2222,H-2024-1469,Accredited
Wockhardt Hospital Ltd. - Unit Adams Wylie Memorial,Wockhardt Hospital Ltd. - Unit Adams Wylie Memorial Mumbai Maharashtra,Visit Website +91 82911 01001,H-2016-0353,Accredited
Wockhardt Hospitals,"Wockhardt Hospitals 27,Corporation Colony, North Ambazari Road Nagpur, Nagpur, Maharashtra, 440003",NA,SHCO-2025-1261,Accredited
Wockhardt Hospitals Limited,"Unit: The Umrao Institute of Medical Sciences, Near Railway Station, Mira Road East, Thane, Thane, Maharashtra, India, 401107",Visit Website +91 81081 01104,H-2016-0420,Accredited
Wockhardt Hospitals Ltd.,"1643, NORTH AMBAZARI ROAD, SHANKAR NAGAR, Nagpur, Maharashtra, 440033",Visit Website +91 86056 04444,H-2009-0031,Accredited
Wockhardt Hospitals Ltd.,"WOCKHARDT HOSPITALS MUMBAI AGRA ROAD, WANI HOUSE NEAR WADALA NAKA, NASHIK, NASHIK, Maharashtra, India, 422001",Visit Website,H-2010-0047,Accredited
Wohl Physio International Pvt. Ltd,Wohl Physio International Pvt. Ltd Kochi Kerala,NA,C-2026-0127,Accredited
Women Pride Health Care & IVF,"NEAR DAKSH PARJAPATI CHOWK,B-BLOCK,SUNCITY,REWARI,HARYANA-123401, Rewari, Haryana, 123401",+91 80808 02353,SHCO-2025-1182,Accredited
"Womens Hospital, Khar West","Plot 674, 16th Cross Road, Behind Khar Gymkhana, Khar West, Mumbai, Maharashtra, India, 400052",NA,SHCO-2017-0115,Accredited
Woodland Hospital,"Malki, Dhankheti, Shillong, East Khasi Hill, Meghalaya, India, 793003",Visit Website +91 364 222 5240,PEH-2019-0827,Certified
Woodland WK Hospital,"Sabahmuswang, NH6, Jowai, Meghalaya 793150, West Jaintia Hills, Meghalaya, 792150",NA,PEH-2022-1875,Certified
Woodlands Multispeciality Hospital Limited,"8/5, ALIPORE ROAD, KOLKATA 700027, NEARBY NATIONAL LIBRARY, KOLKATA, KOLKATA, KOLKATA, West Bengal, India, 700027",Visit Website +91 33 4033 7000,E-2025-0079,Certified
Woodlands Multispeciality Hospital Limited,"8/5, Alipore Road Kolkata - 700027, West Bengal",Visit Website +91 33 4033 7000,H-2024-1468,Accredited
World Brain Center Hospital,World Brain Center Hospital Delhi Delhi,NA,2017-0740,Empaneled
World Brain Centre Hospital,"Block- A, Plot No-24, Syndicate Enclave, Block -B, RZ-2, Raghu Nager, Pankha Road, Opp. Janak Cinema, Near Dabri Crossing, New Delhi-110045, South West Delhi, Delhi, 110045",NA,HOS/2025/C2685,Empaneled
World College of Medical Sciences & Research & Hospital,World College of Medical Sciences & Research & Hospital Jhajjar Haryana,NA,H-2026-1735,Accredited
World College of Medical Sciences & Research and Hospital,"VILLAGE-GIRAWAR, JHAJJAR-SAMPLA ROAD,NH-334 (B) JHAJJAR, Jhajjar, Haryana, 124103",Visit Website +91 1800 833 0126,PEH-2024-2672,Certified
World College of Medical Sciences and Research and Hospital,World College of Medical Sciences and Research and Hospital Jhajjar Haryana,NA,HOS/2024/E2302,Empaneled
World Laparoscopy Hospital,World Laparoscopy Hospital Gurgaon Haryana,NA,PESHCO-2019-1326,Certified
X-Ray House,"KALPANA CINEMA ROAD, NEAR YOGI PETROL PUMP, ANAND, ANAND, Gujarat, India, 388001",Visit Website +91 99789 00738,MIS-2022-0137,Accredited
Xcellent Care Super Speciality Hospital Private Limited,"NO.7/14, 7TH CROSS RAJALAKSHMI NAGAR, VELACHERY, CHENNAI 600042, Chennai, Tamil Nadu, 600042",Visit Website +91 44 4000 0006,PESHCO-2020-2701,Certified
Xenia Hospitals,"Plot No : 43 (EC Extension), ECIL 'X' Roads, Medchal Hyderabad - 500062, Telangana",Visit Website +91 83338 88813,H-2024-1418,Accredited
"Xpons Diagnostic Centre, 30/11/2, SM Ali Road, PO Barrack Pore, PS - Titagarh, Distt - 24PGS (N)","Xpons Diagnostic Centre, 30/11/2, SM Ali Road, PO Barrack Pore, PS - Titagarh, Distt - 24PGS (N) Kolkata West Bengal",+91 98754 31426,2014-0480,Empaneled
Y K Hospital LLP,"KHASRA NO 1173/385 VILL. KAHARANI, BHIWADI TECH TIJARA DISTRICT- KHAITHAL- TIJARA, Alwar, Rajasthan, 301019",NA,PESHCO-2025-11387,Certified
Y. Kishan Rao Balanagar Lions Eye Hospital,"# 6-2-15, Raju Colony,Balanagar, Hyderabad, Medchal, Telangana, 500042",NA,PESHCO-2024-10079,Certified
Y.M.C Hospital (Neonatal and Paediatric Center),"Circular Road, Near Shiv Chowk, Sirsa, Sirsa, Haryana, 125055",NA,PESHCO-2025-11329,Certified
Yaami Fertility & IVF Centre,"VIDHYARAJ ANNEXE 3RD FLOOR ,B-1 BASANT VIHAR NEAR SATYA SAI SQUARE , Vijay Nagar ,INDORE (Dist.), Madhya Pradesh., Indore, Madhya Pradesh, 452001",Visit Website +91 78800 07281,PESHCO-2025-10638,Certified
Yadaoraji Padole Memorial Hospital & Critical Care Centre,"Ansari ward ,Muslim Library Square, Bhandara , Bhandara, Maharashtra, 441904",+91 82610 27559,PESHCO-2025-10444,Certified
"Yadav Dental Clinic, Kosli","Opp.Huda Sector , TEH Road ,Railway Station , Near SBI Bank ,Kosli, Rewari , Haryana, India, 123302",NA,D-2022-0185,Accredited
"Yadav Dental Clinic, Opp. Huda Sector, Tehsil Road, Kosli","Yadav Dental Clinic, Opp. Huda Sector, Tehsil Road, Kosli Rewari Haryana",+91 94161 81841,2012-0110,Empaneled
Yadav Hospital,"NHS1, SECTOR - MTS, KOSLI, Rewari, Haryana, 123302",NA,SHCO-2025-1175,Accredited
Yadav Hospital,"Near Railway Crossing Rohtak Road , Charkhi Dadri, Haryana -127306, Charkhi Dadri , Haryana, 127306",NA,SHCO-2025-1140,Accredited
YADAV HOSPITAL,"NEAR RAILWAY STATION, Rewari, Haryana, 123302",Visit Website,HOS/2023/E0980,Empaneled
Yadav Hospital,"NEAR RAILWAY STATION , Rewari, Haryana, 123302",+91 82955 75939,PESHCO-2024-10269,Certified
YADAV HOSPITAL,"ROHTAK ROAD NEAR PHATAK , Charkhi Dadri , Haryana, 127306",NA,HOS/2024/E2067,Empaneled
YADAV HOSPITAL,"Plot no - NHS1, Sector - MTS, Rewari, Haryana, 123302",NA,HOS/2024/E2025,Empaneled
"Yadav Hospital, Near Railway Pathak, Rohtak Road, Charkhi Dadri","Yadav Hospital, Near Railway Pathak, Rohtak Road, Charkhi Dadri Bhiwani Haryana",+91 99962 74688,2015-0565,Empaneled
YADAV ORTHO & MULTISPECIALITY HOSPITAL,YADAV ORTHO & MULTISPECIALITY HOSPITAL Mahendragarh Haryana,Visit Website +91 70455 47551,HOS/2022/E0165,Empaneled
YADAV ORTHO & MULTISPECIALITY HOSPITAL,"Near Rao TulaRam Chowk, Dadri Road, Mahendergarh, Haryana, P.O- 123029, Mahendragarh, Haryana, 123029",Visit Website +91 70455 47551,HOS/2023/E1323,Empaneled
YADAV ORTHO AND MULTISPECIALITY HOSPITAL,"NEAR RAO TULARAM CHOWK, DADRI ROAD, MAHENDRAGARH, HARYANA, Mahendragarh, Haryana, 123029",NA,HOS/2025/E3261,Empaneled
Yadav Orthopaedics & Maternity Center,"BHOOR NAZIMPURA, DELHI ROAD, BULANDSHAHR -203001 , Bulandshahr, Uttar Pradesh, 203001",Visit Website +91 70455 47551,PESHCO-2025-10341,Certified
Yaduvanshi Hospital,"Village- Paintwas Khurd, Dist. Charkhi Dadri, Haryana, Charkhi Dadri , Haryana, 127309",NA,HOS/2024/E2461,Empaneled
Yaduvanshi Hospital,Yaduvanshi Hospital Rewari Haryana,NA,HOS/2024/E2003,Empaneled
"yaduvanshi hospital,281-L","yaduvanshi hospital,281-L Rewari Haryana",+91 1274 225 281,2021-1872,Empaneled
Yash Aman Hospital,"21, Kishore Bagh, Near Bhomiya Ji Ka Than, Main Nagaur Road, Kishore Bagh, Jodhpur, Jodhpur, Rajasthan, India, 342026",Visit Website +91 291 257 0263,SHCO-2023-0886,Accredited
"Yash Aman Hospital, 21 kishore bagh, main mandore road, jodhpur","Yash Aman Hospital, 21 kishore bagh, main mandore road, jodhpur Jodhpur Rajasthan",Visit Website +91 291 257 0263,2021-1863,Empaneled
"Yash Aman Hospital, Jodhpur, 21, Kishor Bag, Near Bhomiyaji Ka Than, Mandor Road, Jodhpur, Rajasthan","Yash Aman Hospital, Jodhpur, 21, Kishor Bag, Near Bhomiyaji Ka Than, Mandor Road, Jodhpur, Rajasthan Jodhpur Rajasthan",NA,2021-1700,Empaneled
Yash Hospital,Yash Hospital Raigad Maharashtra,NA,PESHCO-2026-11991,Certified
Yash Hospital,"184,nearpran-kuti colony road ,airportroad ,gandhi-nager,bhopal-mp , Bhopal, Madhya Pradesh, 462036",Visit Website +91 75090 18337,PESHCO-2024-9259,Certified
Yash Hospital,"Sr. No. 168/10+11, Behind Sadhana Girl's High School, D.P. Road,, Malwadi, Sadesatara Nali, Hadapsar, Pune-28, Pune, Pune, Maharashtra, India, 411028",Visit Website +91 91128 09809,PEH-2019-1054,Certified
YASH HOSPITAL A UNIT OF KRISHNA SWAROOP HOSPITAL PVT LTD,"8-B ELGIN ROAD CIVIL LINES ALLAHABAD, Allahabad, Uttar Pradesh, 211001",NA,HOS/2024/E2321,Empaneled
Yash Hospital Unit of Krishna Swaroop Hospital Pvt. Ltd.,"8-B ELGIN ROAD CIVIL LINES PRAYAGRAJ, Allahabad, Uttar Pradesh, 211001",NA,HOS/2022/C0417,Empaneled
"Yash Hospital, 8, B Elgine Road, Civil Line","Yash Hospital, 8, B Elgine Road, Civil Line Prayagraj Uttar Pradesh",NA,2015-0426,Empaneled
Yash Hospitals,Yash Hospitals Chittoor Andhra Pradesh,NA,PESHCO-2026-11910,Certified
"Yash Kidney Care Centre, Plot No-06/640/C, Malegaon Road, Opp Hotel Ganpati Palace","Yash Kidney Care Centre, Plot No-06/640/C, Malegaon Road, Opp Hotel Ganpati Palace Dhule Maharashtra",Visit Website +91 98231 51192,2018-1439,Empaneled
"Yash Kidney Care Centre, Plot No. 06-640/C, Malegoan Road, Opp. Hotel Ganpati Palace","Yash Kidney Care Centre, Plot No. 06-640/C, Malegoan Road, Opp. Hotel Ganpati Palace Dhule Maharashtra",Visit Website +91 98231 51192,2014-0451,Empaneled
Yashadaa Hospital,"119-125,1st floor, sky city retail,opp bhandup police station, lake road, bhandup(w),mumbai, mumbai, Maharashtra, India, 40078",NA,PESHCO-2020-3683,Certified
YASHASHREE RETINA CARE AND LASER CENTER,YASHASHREE RETINA CARE AND LASER CENTER Kolhapur Maharashtra,Visit Website +91 70580 58533,EYE/2023/E0168,Empaneled
Yashashri Ent Hospital Miraj,Yashashri Ent Hospital Miraj Sangli Maharashtra,NA,PESHCO-2026-11815,Certified
Yashita Hospital,"RAM RAM COLONY, SAI MANDIR, NEAR PETROL PUMP, KACHORA ROAD, ETAWAH, Etawah, Uttar Pradesh, 206001",NA,PESHCO-2025-11449,Certified
"Yashlok Hospital & Nursing Home Pvt. Ltd., Eastern Kutchery Road, Shivaji Marg","Yashlok Hospital & Nursing Home Pvt. Ltd., Eastern Kutchery Road, Shivaji Marg Meerut Uttar Pradesh",NA,2015-0211,Empaneled
Yashoda Childrens and General Hospital,"A-102, A-103, B/10, MADHU MAITRAY APARTMENT, Above PMC Bank, Virar [East], Palghar, Maharashtra, 401305",NA,PESHCO-2024-9962,Certified
Yashoda Clinic,Yashoda Clinic Raigad Maharashtra,NA,EAC-2025-0059,Certified
Yashoda Healthcare Services Limited,Yashoda Healthcare Services Limited Hyderabad Telangana,NA,H-2025-1632,Accredited
"Yashoda Healthcare Services Limited, Malakpet - (Earlier Certificate issued in the Name of Yashoda Super Speciality Hospitall)","16-10-29,Nalgonda X Road,Malakpet,Telangana-500036, Hyderabad, Telangana, 500036",Visit Website +91 40 6723 2348,H-2011-0086,Accredited
Yashoda Hospital,"H.No. 1-1-152 to 157/2/A, ALEXANDER ROAD, SECUNDERABAD, Hyderabad, Telangana, India, 500003",Visit Website +91 40 4567 4567,H-2010-0059,Accredited
YASHODA HOSPITAL,"Near Dwarikadeesh Mandir Thatipur Gwalior Padhya Pradesh, Gwalior, Madhya Pradesh, 474011",NA,HOS/2024/C1688,Empaneled
Yashoda Hospital,Yashoda Hospital Gwalior Madhya Pradesh,NA,PEH-2024-2436,Certified
"Yashoda Hospital Plot no. 08, Shrirang Colony, Aagra Road, Deopur, Dhule - 424005","Yashoda Hospital Plot no. 08, Shrirang Colony, Aagra Road, Deopur, Dhule - 424005 Dhule Maharashtra",+91 70589 12916,2019-1609,Empaneled
Yashoda Hospital & Research Centre,Yashoda Hospital & Research Centre Ghaziabad Uttar Pradesh,NA,DH-P-2025-0039,Accredited
Yashoda Hospital and Cancer Institute (A Unit of Yashoda Hospital and Research Centre Limited),"HC-1 Sector 15 Vasundhara Ghaziabad Uttar Pradesh - 201012, Ghaziabad, Uttar Pradesh, 201012",Visit Website +91 98107 05772,H-2017-0510,Accredited
Yashoda Hospital and Netralaya,"8, SHRIRANG COLONY, NEAR PETROL PUMP, AGRA ROAD, DEOPUR, DHULE, Dhule, Maharashtra, 424005",NA,PESHCO-2025-11526,Certified
Yashoda Hospital Blood Centre,"H.NO.1-1-156 & 157, ALEXANDER ROAD, SECUNDERABAD, SECUNDERABAD, HYDERABAD, Telangana, India, 500003",NA,BB-2019-0104,Accredited
Yashoda Medicity,"Hospital Plot, Niti Khand 3, Shakti Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, Ghaziabad, Uttar Pradesh, 201014",NA,H-2025-1721,Accredited
Yashoda Nandan Children Hospital,"STATION ROAD, SINDHI COLONY, DURG, C.G. , Durg, Chattisgarh, 491001",+91 788 470 1414,PESHCO-2024-9600,Certified
Yashoda Nursing Home,"D-4, INDRA ENCLAVE, LONI BORDER, LONI, GHAZIABAD, UTTAR PRADESH, Ghaziabad, Uttar Pradesh, 201102",+91 99682 37979,PESHCO-2024-9231,Certified
Yashoda Super Speciality Hospital,"H-1,26,27 Kaushambi, Near Dabur Chowk, Ghaziabad, Uttar Pradesh, 201010",NA,DH-P-2024-0014,Accredited
"Yashoda Super Speciality Hospital, Kaushambi","H-1,26,27 Kaushambi, Ghaziabad, Near Dabur Chowk, GHAZIABAD, GHAZIABAD, Uttar Pradesh, India, 201010",Visit Website +91 120 418 9500,H-2010-0056,Accredited
